"block","hash","extraData","timestamp","date","duration","num_of_validators","transaction_count","txs_per_sec"
"22938","0x0022c44ad6b6781c1cad9c19d4be187e9a963d6c0ed114e3bfe91b36300b6671","0x506172697479","1665131955","2022-10-07T08:39:15.000Z","2","16","127","63.5000"
"22937","0x3783629eea2a5675f3a3fe438e005de027ca78a83ec4046e9d6bebae7c31595f","0x506172697479","1665131951","2022-10-07T08:39:11.000Z","4","16","75","18.7500"
"22936","0x63210063c2c52f14c6c3274b524187a3e2597e00c5ec066910e6bbb9218b72a0","0x506172697479","1665131949","2022-10-07T08:39:09.000Z","2","16","138","69.0000"
"22935","0x19d9d58f6004aae0bae1a2c7fbc1dfa2362ba3ef167e939449d471ccc36c8286","0x506172697479","1665131945","2022-10-07T08:39:05.000Z","4","16","135","33.7500"
"22934","0xa32178b9d43328353b6b914320a0764dc7f5e2e0465734916b59a3dcd2cd4f82","0x506172697479","1665131941","2022-10-07T08:39:01.000Z","4","16","140","35.0000"
"22933","0x1d6846f3b3237de9d5ebb107955abcefbc5cfd1a4c0bc74a5f14a0903ab52975","0x506172697479","1665131937","2022-10-07T08:38:57.000Z","4","16","142","35.5000"
"22932","0xf6bc1853cf93ccb3ad45893e27d08705dce22cb708a7eaf373abc1aede8f2745","0x506172697479","1665131933","2022-10-07T08:38:53.000Z","4","16","70","17.5000"
"22931","0xd8f45f29a0bc8f0f4743f895fc97a9a9f03e9d7a6be9bbeac9c4640419a3ceed","0x506172697479","1665131931","2022-10-07T08:38:51.000Z","2","16","141","70.5000"
"22930","0x800574184b926d498c81cce3a4f3514c243aa269929219902599f687129e89c9","0x506172697479","1665131927","2022-10-07T08:38:47.000Z","4","16","137","34.2500"
"22929","0x21efd92f8c7b4156f6ff5050db4524809f0919a634ce52d4e10239ebf2299d2f","0x506172697479","1665131923","2022-10-07T08:38:43.000Z","4","16","143","35.7500"
"22928","0x14ba4efd841338c3e98736a58a4b73034d379008b78088e807f855c2e4f82197","0x506172697479","1665131919","2022-10-07T08:38:39.000Z","4","16","180","45.0000"
"22927","0xf0503e3af5d88f97bade64cd4881c480aadea1e8d8ad8a1123b9d5fb8e9f778d","0x506172697479","1665131915","2022-10-07T08:38:35.000Z","4","16","137","34.2500"
"22926","0xe9bbfff163d440e032d5fd7f39027b62da4919efd505d09ea8b16d25a72956ca","0x506172697479","1665131911","2022-10-07T08:38:31.000Z","4","16","126","31.5000"
"22925","0xcbe97386d9577dcb03c21b10a0c28db0e755e0ee691a51dcdd5b4f673cf9ec84","0x506172697479","1665131907","2022-10-07T08:38:27.000Z","4","16","150","37.5000"
"22924","0x73c755bf533e9e67a495a4fff676c4d8685c8720118fdc86d756168e309c8626","0x506172697479","1665131903","2022-10-07T08:38:23.000Z","4","16","130","32.5000"
"22923","0xee4af70de0ee7414e4b797dd80193541a0bd94d0105f78b93fabdd4eea5a6b10","0x506172697479","1665131899","2022-10-07T08:38:19.000Z","4","16","94","23.5000"
"22922","0xbfcc3971e007538b1d908b66bbe919e7adc4e1fea0493965defb59df18c0c301","0x506172697479","1665131895","2022-10-07T08:38:15.000Z","4","16","88","22.0000"
"22921","0x336348a9fa78eaa0e6c2aa8c8f9ddeb8792191db4d16711163081dafc682ce33","0x506172697479","1665131894","2022-10-07T08:38:14.000Z","1","16","137","137.0000"
"22920","0x8b47f84677a9fccce96b2af5762c4777abbe282c3bb4a285eff95966eb087779","0x506172697479","1665131890","2022-10-07T08:38:10.000Z","4","16","138","34.5000"
"22919","0x0d4e621b61786eeb8b77dfbe0e4d0b2e4300cdd1b191590ae0f03e8aec57a76f","0x506172697479","1665131886","2022-10-07T08:38:06.000Z","4","16","137","34.2500"
"22918","0x497de6d7cc18f63bde8bfc5053bd3ea2d269a6f5a1dbad89d01c85b9b4affc73","0x506172697479","1665131882","2022-10-07T08:38:02.000Z","4","16","123","30.7500"
"22917","0x8bc8d32c5fa4bbb6f1c396f04f8e8645c5a8d77ba068c210084d4e63a3355b6e","0x506172697479","1665131878","2022-10-07T08:37:58.000Z","4","16","164","41.0000"
"22916","0xe230b2376b41d25ea57f084ec3e6591b72d8d80549c9023c6c30a5d958252a50","0x506172697479","1665131874","2022-10-07T08:37:54.000Z","4","16","125","31.2500"
"22915","0xd7eb8fa9a571fc2cf78baf8c1fcb1c7789cd5959c5130c34b45b3a3ce3e204e5","0x506172697479","1665131870","2022-10-07T08:37:50.000Z","4","16","140","35.0000"
"22914","0x675b7ff3926a6c53e6f7bdf0e7c1f13718c3aa80b51a68f761c0999b520b51b9","0x506172697479","1665131866","2022-10-07T08:37:46.000Z","4","16","131","32.7500"
"22913","0xd4c154dba9c811ffa5343e4fd05dc580fb6aad70e9695b2b67e6c249e66152ba","0x506172697479","1665131862","2022-10-07T08:37:42.000Z","4","16","93","23.2500"
"22912","0x45883f53118c2e8f7bfed778ee94d90b3d0c80316d43cc4fd09a5e46704ba90d","0x506172697479","1665131860","2022-10-07T08:37:40.000Z","2","16","89","44.5000"
"22911","0xf1e0229bba52b4576f81a0fd3b7973874fa4b8ad405c4389f7ded30b45c5d1a1","0x506172697479","1665131857","2022-10-07T08:37:37.000Z","3","16","87","29.0000"
"22910","0xb4e95e5fc50c57162d20c9d2e9b3c7da070ae1438b481b69b8c0249a06118180","0x506172697479","1665131855","2022-10-07T08:37:35.000Z","2","16","138","69.0000"
"22909","0x1efbfd13d178e5b8e1c113cbe7629f2e86d577697c333e279a7db9458a86efd2","0x506172697479","1665131851","2022-10-07T08:37:31.000Z","4","16","142","35.5000"
"22908","0x3336e64a9223f3a92d7b48a23fc8a460b2cf5736cc60354f0c992163f007c6bf","0x506172697479","1665131847","2022-10-07T08:37:27.000Z","4","16","126","31.5000"
"22907","0x106bf98f36d229e2814fe994dc7535bbfa881bfdbd5a47c02b5428a4edf7e577","0x506172697479","1665131843","2022-10-07T08:37:23.000Z","4","16","88","22.0000"
"22906","0x157ad4c2f1fcba6fbcd5a07a0433bdb3911552bd6976c71e27b8283ba8c42cec","0x506172697479","1665131841","2022-10-07T08:37:21.000Z","2","16","136","68.0000"
"22905","0xd7856d818b5c45d5f1f38e2e5fdde0c736252a5a7a9f706d0a2bae294476056d","0x506172697479","1665131837","2022-10-07T08:37:17.000Z","4","16","120","30.0000"
"22904","0x2ce4c73b77b2d3e21a0942ebc551eeb83fe63f41e9ae85f4a78c5b7d6ffc2fd6","0x506172697479","1665131833","2022-10-07T08:37:13.000Z","4","16","123","30.7500"
"22903","0xbc3cf33b9250597cd1690acf108250afddd66dc2db633ac116a8c64ca9f816ec","0x506172697479","1665131829","2022-10-07T08:37:09.000Z","4","16","102","25.5000"
"22902","0xf77b15c8c68185dab2e0fdb6ee80976df8a674922e1b833680bfcf1fcf04b0ed","0x506172697479","1665131825","2022-10-07T08:37:05.000Z","4","16","88","22.0000"
"22901","0x83dde153c57c121f090928133039e7e27c214b8727610a9bd025885d092c1358","0x506172697479","1665131823","2022-10-07T08:37:03.000Z","2","16","128","64.0000"
"22900","0x2eb77ccb4a381ca6cddd86f86dbda67c4be24c37820cf8f0b03f6672c8231423","0x506172697479","1665131819","2022-10-07T08:36:59.000Z","4","16","136","34.0000"
"22899","0xdf661db9ed28cf572cc19d67ce91b701209cbbfa8351014b86054e5584458ca4","0x506172697479","1665131815","2022-10-07T08:36:55.000Z","4","16","160","40.0000"
"22898","0xba9c0c7301c1d26b6b2335fbf1f9c96b6637f7a26745403c723b7d46960903d8","0x506172697479","1665131811","2022-10-07T08:36:51.000Z","4","16","116","29.0000"
"22897","0xc5f63b42dd875af739ee6eedccb3c5bc87155ec74fcf52537e532d643b5a9f45","0x506172697479","1665131807","2022-10-07T08:36:47.000Z","4","16","155","38.7500"
"22896","0xa4da51cdbf46d568de776edcd6657be548dcd1e6a5a861069ebc78f505b23286","0x506172697479","1665131803","2022-10-07T08:36:43.000Z","4","16","130","32.5000"
"22895","0x5507445321843ab32bfcdfe50ddcb09ac405f5178f9df1d8d2b65286f4605bb7","0x506172697479","1665131799","2022-10-07T08:36:39.000Z","4","16","135","33.7500"
"22894","0x3d77124ac18050c8d18713a95838899181127f8742152cb63b9579862173b599","0x506172697479","1665131795","2022-10-07T08:36:35.000Z","4","16","135","33.7500"
"22893","0xd872fe2b9900315352c9fe60286feb7c70139f40be768a4a5624128b215d34ff","0x506172697479","1665131791","2022-10-07T08:36:31.000Z","4","16","136","34.0000"
"22892","0x65c6d7be40c79ad3adfe0c21853e9f8acaa7b77d1d26b95b5961fe07470d5234","0x506172697479","1665131787","2022-10-07T08:36:27.000Z","4","16","140","35.0000"
"22891","0x6cfb5b25b489af6c23c6d5692401f6f55efebb8353f1885c5d68465e578d7508","0x506172697479","1665131783","2022-10-07T08:36:23.000Z","4","16","124","31.0000"
"22890","0xb62517bf2f7af0c5703dd335d301013e6d80fb1e3555cb5d003f5962f8bb4b00","0x506172697479","1665131779","2022-10-07T08:36:19.000Z","4","16","147","36.7500"
"22889","0x22bcade8ab54e9379e1e75391f994e997a83a270f6a6652657c12c9e34709d83","0x506172697479","1665131775","2022-10-07T08:36:15.000Z","4","16","111","27.7500"
"22888","0x9f00162768ababe0c5ec067ef58bbf3b41869bddf2c796794588177b7507f719","0x506172697479","1665131771","2022-10-07T08:36:11.000Z","4","16","134","33.5000"
"22887","0xf3ed325af02b47c5245c63c7764735dcc7b6001a5cd9dac06f0344997d323472","0x506172697479","1665131767","2022-10-07T08:36:07.000Z","4","16","256","64.0000"
"22886","0x007dcc84ca2effb01f6bcfeb06a97844e79729f6b25d74950af0cac220b7df19","0x506172697479","1665131759","2022-10-07T08:35:59.000Z","8","16","163","20.3750"
"22885","0xb5d0482ccd3de65c91335f7a4e960c805e425d36372ab305a32346681016689c","0x506172697479","1665131754","2022-10-07T08:35:54.000Z","5","16","150","30.0000"
"22884","0x461b71b99aae8ba8a70baff0448e255f60733d6d4663dd04ed2b5037f0bfbc6e","0x506172697479","1665131748","2022-10-07T08:35:48.000Z","6","16","170","28.3333"
"22883","0x761e1527395cd43a189fc544ba0feffcb22f7cf60d752928cab25861eaee5de0","0x506172697479","1665131741","2022-10-07T08:35:41.000Z","7","16","432","61.7143"
"22882","0x1e5686d79ce51c4d6bf52e6d876249ac3153d61d552d5f909900ce00eac1e8f9","0x506172697479","1665131726","2022-10-07T08:35:26.000Z","15","16","467","31.1333"
"22881","0x9423597aeb5a6439a777bd7b68cab583f421298bf46bb9510d00a1e71cc161e2","0x506172697479","1665131711","2022-10-07T08:35:11.000Z","15","16","452","30.1333"
"22880","0x3cad5a1e36f03a6671f0fd882a1632a634697d2d18622584cbe9ae63e8d9b7f7","0x506172697479","1665131693","2022-10-07T08:34:53.000Z","18","16","334","18.5556"
"22879","0x2ab9329a3654621624c4c8aae1cd535d8570f30878aa7d9ad270216afe3c4741","0x506172697479","1665131685","2022-10-07T08:34:45.000Z","8","16","463","57.8750"
"22878","0xe691731163b9141a2ff6bf9187d653b4f534f789151c6efe1f3205c61fe4e176","0x506172697479","1665131672","2022-10-07T08:34:32.000Z","13","16","58","4.4615"
"22877","0x01e3b7c166bcf70f0f0711b2a164471d0dfab17cf662b8e669e16e8a717a858c","0x506172697479","1665131668","2022-10-07T08:34:28.000Z","4","16","78","19.5000"
"22876","0x216dc581fab503ba91a44358cc94a58f7c21484377ed5063b0496251568e6702","0x506172697479","1665131666","2022-10-07T08:34:26.000Z","2","16","1","0.5000"
"22875","0xd001a32f3c1bea5abec091b3a93863a3337e231cd7d4d2eebb1f31b293c3faf0","0x506172697479","1665131358","2022-10-07T08:29:18.000Z","308","16","0","0.0000"
